Longitude;Latitude;Date;code_qual;lib_qual;coul_qual;date_dif;source;type_zone;code_zone;lib_zone;code_no2;code_so2;code_o3;code_pm10;code_pm25;conc_no2;conc_so2;conc_o3;conc_pm10;conc_pm25;geom;x_wgs84;y_wgs84;x_reg;y_reg;epsg_reg;ObjectId
2.68981312137024;46.9719672040955;2022/11/09 00:00:00+00;2;Moyen;#50ccaa;2022/11/08 00:00:00+00;Lig'Air;COMMUNE;18191;RAYMOND;1;1;2;1;1;17.8;0;64.9;6.1;3.6;0101000020E6100000AFE6DABDBC840540665BDD6B697C4740;2.68981312107356;46.9719672041745;676417.763264608;6652463.53392954;2154;1
1.04361404882585;48.2808502664605;2022/11/09 00:00:00+00;2;Moyen;#50ccaa;2022/11/08 00:00:00+00;Lig'Air;COMMUNE;28119;LA CROIX-DU-PERCHE;1;1;2;1;1;19;0;75.2;9.1;5.6;0101000020E6100000636817A5A4B2F03F57CECAE6F2234840;1.04361404885142;48.2808502664818;554881.878827418;6799633.27457592;2154;2
1.60633621503059;48.1315113247422;2022/11/09 00:00:00+00;2;Moyen;#50ccaa;2022/11/08 00:00:00+00;Lig'Air;COMMUNE;28108;CORMAINVILLE;1;1;2;1;1;17.4;0;67.5;8.8;5.6;0101000020E610000011326C9A8DB3F93F7294F35CD5104840;1.60633621522277;48.131511324821;596324.297371918;6782153.06925768;2154;3
0.235498722759012;47.2857534008611;2022/11/09 00:00:00+00;2;Moyen;#50ccaa;2022/11/08 00:00:00+00;Lig'Air;COMMUNE;37193;RESTIGNE;1;1;2;1;1;18.9;0.1;72.4;9.1;6;0101000020E610000061C82578D224CE3F4642449193A44740;0.235498722711387;47.2857534011169;491088.613650512;6690927.95388962;2154;4
0.970420613049809;47.7861450722964;2022/11/09 00:00:00+00;2;Moyen;#50ccaa;2022/11/08 00:00:00+00;Lig'Air;COMMUNE;41259;THORE-LA-ROCHETTE;1;1;2;1;1;17.6;0;70.2;7.9;5;0101000020E610000035909087AF0DEF3F522ED866A0E44740;0.970420613074117;47.7861450725146;548040.855615922;6744813.98350867;2154;5
1.36531897349627;48.019230630003;2022/11/09 00:00:00+00;2;Moyen;#50ccaa;2022/11/08 00:00:00+00;Lig'Air;COMMUNE;28389;THIVILLE;1;1;2;1;1;17.7;0;68.7;8.3;5.3;0101000020E61000004F9B2EB558D8F53FF08A372676024840;1.3653189732956;48.0192306300358;578139.131848448;6770022.10205131;2154;6
1.20315907255384;47.6965606442534;2022/11/09 00:00:00+00;2;Moyen;#50ccaa;2022/11/08 00:00:00+00;Lig'Air;COMMUNE;41281;VILLEFRANCÅ’UR;1;1;2;1;1;15.7;0;70.2;8.3;5;0101000020E610000028B649BA2340F33F515331E628D94740;1.20315907257771;47.6965606442306;565236.517515742;6734441.10256873;2154;7
0.498492928817381;47.3934621034614;2022/11/09 00:00:00+00;2;Moyen;#50ccaa;2022/11/08 00:00:00+00;Lig'Air;COMMUNE;37217;SAINT-ETIENNE-DE-CHIGNY;1;1;2;1;1;18.4;0.1;73.1;8.9;5.6;0101000020E6100000CC463FE24EE7DF3FA17559F75CB24740;0.498492928452021;47.3934621035398;511335.754651804;6702223.77603851;2154;8
2.76328306757387;46.9019445710622;2022/11/09 00:00:00+00;2;Moyen;#50ccaa;2022/11/08 00:00:00+00;Lig'Air;COMMUNE;18054;CHARLY;1;1;2;1;1;17.1;0;66.7;5.7;3.4;0101000020E610000095BA2827341B064055B671EB72734740;2.76328306763691;46.9019445710407;681981.005505333;6644667.17785843;2154;9
1.34836699422872;47.3658944831365;2022/11/09 00:00:00+00;2;Moyen;#50ccaa;2022/11/08 00:00:00+00;Lig'Air;COMMUNE;41054;CHOUSSY;1;1;2;1;1;17.4;0;69.3;7.7;4.7;0101000020E6100000D9A6E644E992F53FF4F863A1D5AE4740;1.34836699404189;47.3658944833896;575357.655406881;6697476.52844271;2154;10
2.38656920101591;47.1610362696721;2022/11/09 00:00:00+00;2;Moyen;#50ccaa;2022/11/08 00:00:00+00;Lig'Air;COMMUNE;18271;VASSELAY;1;1;2;1;1;22.8;0.1;64.4;7.3;4.3;0101000020E6100000332DD597B11703404B9623D69C944740;2.38656920069993;47.161036269547;653527.124552965;6673597.70230023;2154;11
1.28588162216645;48.6044948184095;2022/11/09 00:00:00+00;2;Moyen;#50ccaa;2022/11/08 00:00:00+00;Lig'Air;COMMUNE;28360;SAINT-SAUVEUR-MARVILLE;1;1;2;1;1;17.1;0;77.4;9.4;5.6;0101000020E6100000AC37989BF892F43F09BD1116604D4840;1.28588162211552;48.6044948183645;573629.981227251;6835182.12422202;2154;12
