City,Coordinates,Pollutant,Unit,Value,Last Updated,Country Label
Deux-Sèvres,"46.143157104954, -0.396042055940342",PM10,µg/m³,6.3,2023-02-27T06:00:00+01:00,France
Orne,"48.4455430112667, 0.110833241439382",PM10,µg/m³,5.8,2023-02-27T06:00:00+01:00,France
Marne,"49.0461163533504, 3.95591101667714",NO2,µg/m³,8.1,2023-02-27T06:00:00+01:00,France
Meurthe-et-Moselle,"48.5654711084269, 6.12958247596683",PM10,µg/m³,5.9,2023-02-27T05:00:00+01:00,France
Haute-Garonne,"43.1063930475631, 0.718889382530625",SO2,µg/m³,-0.4,2023-02-27T06:00:00+01:00,France
Pyrénées-Atlantiques,"43.410536997717, -0.616944072512321",SO2,µg/m³,0.1,2023-02-27T06:00:00+01:00,France
Doubs,"47.5382074852067, 6.86835696562672",O3,µg/m³,62.6,2023-02-27T06:00:00+01:00,France
Rhône,"45.7352883837178, 4.82979212506861",NO2,µg/m³,5.4,2023-02-27T06:00:00+01:00,France
Oise,"49.435953836447, 2.0842890885198",PM10,µg/m³,5.8,2023-02-27T06:00:00+01:00,France
Vienne,"46.5839094193576, 0.34555583865754",PM10,µg/m³,6.3,2023-02-27T06:00:00+01:00,France
Moselle,"49.1194269655692, 6.18083136292584",PM2.5,µg/m³,2.3,2023-02-27T06:00:00+01:00,France
Saône-et-Loire,"46.821089115795, 4.8350023537165",NO2,µg/m³,4.4,2023-02-27T06:00:00+01:00,France
Haute-Savoie,"46.1958329994637, 6.240556",PM10,µg/m³,3.8,2023-02-27T06:00:00+01:00,France
Charente,"45.6514582171942, 0.162366894343467",NO2,µg/m³,4.9,2023-02-27T06:00:00+01:00,France
Isère,"45.2796839983541, 5.88220441302599",PM10,µg/m³,16.5,2023-02-27T06:00:00+01:00,France
Haut-Rhin,"48.0746323989232, 7.35067142482333",SO2,µg/m³,0.0,2019-09-12T10:00:00+02:00,France
Tarn,"43.928056, 2.146111",NO2,µg/m³,3.6,2023-02-27T06:00:00+01:00,France
Haute-Garonne,"43.5755447422799, 1.41861051352871",NO2,µg/m³,4.4,2023-02-27T06:00:00+01:00,France
Bas-Rhin,"48.9193627535547, 8.15845449460929",PM10,µg/m³,11.8,2020-02-12T08:00:00+01:00,France
Haute-Savoie,"45.89525737885, 6.11833556860965",PM2.5,µg/m³,27.3,2023-02-23T23:00:00+01:00,France
Haute-Loire,"45.0389788682649, 3.88700125123233",PM10,µg/m³,3.0,2023-02-27T05:00:00+01:00,France
Vienne,"46.5869346169289, 0.358583206907842",NO2,µg/m³,10.0,2023-02-27T06:00:00+01:00,France
Reunion,"-21.3129174283948, 55.4742027294033",PM10,µg/m³,11.9,2023-02-27T02:00:00+01:00,France
Fort-De-France,"14.6035270817986, -61.0412422081488",SO2,µg/m³,5.2,2023-02-27T06:00:00+01:00,France
unused,"14.6005714623464, -61.0857088147127",O3,µg/m³,43.6,2023-02-27T06:00:00+01:00,France
Seine-et-Marne,"48.5280649624323, 2.65361436613623",PM10,µg/m³,8.6,2023-02-27T05:00:00+01:00,France
Seine-Saint-Denis,"48.9022410784482, 2.39083019607274",NO2,µg/m³,29.3,2023-02-27T06:00:00+01:00,France
Paris,"48.8277822163547, 2.32749896854232",PM10,µg/m³,18.3,2023-02-27T05:00:00+01:00,France
Hautes-Alpes,"44.5486285541342, 6.06730227731882",PM2.5,µg/m³,3.7,2023-02-27T05:00:00+01:00,France
Var,"43.1310479441995, 5.92423658516994",O3,µg/m³,39.5,2023-02-27T06:00:00+01:00,France
Essonne,"48.3641401278483, 2.23693980475023",PM2.5,µg/m³,5.0,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.5001706998316, 0.110903310031544",NO2,µg/m³,9.7,2023-02-27T06:00:00+01:00,France
Meurthe-et-Moselle,"48.6963231696882, 6.14612046034746",NO2,µg/m³,6.9,2023-02-27T05:00:00+01:00,France
Bouches-du-Rhône,"43.4002906312612, 4.79639276280504",PM10,µg/m³,6.3,2023-02-27T05:00:00+01:00,France
Moselle,"49.1874042196733, 6.91086524487126",PM2.5,µg/m³,8.3,2023-02-27T03:00:00+01:00,France
Reunion,"-21.009739859322, 55.2727106111753",PM2.5,µg/m³,4.4,2023-02-27T02:00:00+01:00,France
Haute-Corse,"42.6713433605323, 9.43464610299369",O3,µg/m³,51.7,2023-02-27T03:00:00+01:00,France
Meuse,"49.1677902851312, 5.38745727029717",NO2,µg/m³,5.8,2023-02-26T22:00:00+01:00,France
Haut-Rhin,"47.7374108002695, 7.3090794271686",NO2,µg/m³,6.4,2023-02-26T16:00:00+01:00,France
Charente,"45.6474392468374, 0.167166592906518",PM2.5,µg/m³,7.9,2023-02-25T09:00:00+01:00,France
Puy-de-Dôme,"45.7747754785278, 3.06296765795665",NO2,µg/m³,14.7,2023-01-09T13:00:00+01:00,France
Calvados,"49.117192768241, -0.169665706026938",NO2,µg/m³,8.5,2022-12-12T10:00:00+01:00,France
Pyrénées-Orientales,"42.6840234675827, 2.90345381295555",NO2,µg/m³,20.4,2022-04-13T09:00:00+02:00,France
Nord,"50.6280389569951, 3.09031237520525",O3,µg/m³,36.8,2022-01-01T01:00:00+01:00,France
Meuse,"48.7758318853958, 5.16278861773887",NO2,µg/m³,7.7,2021-03-17T04:00:00+01:00,France
Isère,"45.1583816929606, 5.70376306498849",NO2,µg/m³,37.1,2020-12-23T07:00:00+01:00,France
Seine-Maritime,"49.3831329994696, 1.025758",SO2,µg/m³,0.7,2020-02-25T11:00:00+01:00,France
Deux-Sèvres,"46.3295859994638, -0.458889",PM10,µg/m³,17.4,2020-01-22T07:00:00+01:00,France
Pyrénées-Atlantiques,"43.307777999464, -0.322778",PM10,µg/m³,8.8,2019-01-21T11:00:00+01:00,France
Nord,"50.5320309994734, 2.839",PM10,µg/m³,13.5,2018-12-17T09:00:00+01:00,France
ATMO HAUTS DE FRANCE,"50.7241878513227, 3.15906044389892",PM10,µg/m³,16.8,2018-12-13T10:00:00+01:00,France
Côtes-d'Armor,"48.5166689994673, -2.75",NO2,µg/m³,9.3,2018-04-25T16:00:00+02:00,France
Ille-et-Vilaine,"47.8319439994659, -1.836667",PM2.5,µg/m³,6.4,2018-04-25T16:00:00+02:00,France
Ille-et-Vilaine,"48.0926809994664, -1.690319",O3,µg/m³,84.75,2018-04-25T16:00:00+02:00,France
Indre,"46.8646579994644, 1.772119",O3,µg/m³,59.23,2018-04-25T02:00:00+02:00,France
Indre-et-Loire,"47.3949999994651, 0.7046",PM10,µg/m³,13.98,2018-04-25T02:00:00+02:00,France
Marne,"49.2586079994692, 4.031111",SO2,µg/m³,2.58,2018-03-01T19:00:00+01:00,France
Rhône,"45.7035999994634, 4.8836",SO2,µg/m³,0.03,2018-01-20T07:00:00+01:00,France
ATMO HAUTS DE FRANCE,"50.4202708576586, 3.55181286926881",SO2,µg/m³,3.6,2017-07-18T22:00:00+02:00,France
ATMO PICARDIE,"49.2978953606785, 2.51744773536939",SO2,µg/m³,0.13,2017-03-28T18:00:00+02:00,France
Bouches-du-Rhône,"43.4588738424815, 4.93416737793045",PM10,µg/m³,20.5,2020-01-15T10:00:00+01:00,France
Ardennes,"49.9077785386149, 4.62999782272758",NO2,µg/m³,6.0,2023-02-27T06:00:00+01:00,France
Gard,"43.8343944035121, 4.37422051188023",PM10,µg/m³,4.6,2023-02-27T06:00:00+01:00,France
Hérault,"43.6050187206077, 3.87459551715864",NO2,µg/m³,6.5,2023-02-27T06:00:00+01:00,France
Hérault,"43.5705984666914, 3.91155220794732",O3,µg/m³,36.4,2023-02-27T06:00:00+01:00,France
Pyrénées-Atlantiques,"43.3110675817093, -0.352118930123318",PM10,µg/m³,7.7,2023-02-27T05:00:00+01:00,France
Finistère,"48.3863972226844, -4.48681534959177",PM10,µg/m³,12.4,2023-02-27T05:00:00+01:00,France
Tarn,"43.6105475497864, 2.22999582760398",O3,µg/m³,62.6,2023-02-27T06:00:00+01:00,France
Nord,"50.0922657335736, 3.85002659413797",NO2,µg/m³,6.0,2023-02-27T06:00:00+01:00,France
Pyrénées-Atlantiques,"43.376111, -0.536944",PM10,µg/m³,8.9,2023-02-27T05:00:00+01:00,France
Pas-de-Calais,"50.5354044876555, 2.63569297621804",PM2.5,µg/m³,15.6,2023-02-27T06:00:00+01:00,France
Pas-de-Calais,"50.5354044876555, 2.63569297621804",PM10,µg/m³,12.3,2023-02-27T06:00:00+01:00,France
Pas-de-Calais,"50.5354044876555, 2.63569297621804",NO2,µg/m³,11.3,2023-02-27T06:00:00+01:00,France
Nord,"50.3585299553631, 3.50803796547367",PM2.5,µg/m³,12.95,2017-07-18T22:00:00+02:00,France
Rhône,"45.7789106049275, 4.92469913483583",O3,µg/m³,57.4,2023-02-27T06:00:00+01:00,France
Puy-de-Dôme,"45.7972643576802, 3.1138302693435",O3,µg/m³,60.4,2023-02-27T06:00:00+01:00,France
Pyrénées-Atlantiques,"43.4941399201049, -1.52777378685491",PM10,µg/m³,11.4,2023-02-27T05:00:00+01:00,France
Isère,"45.1619288830485, 5.73559935865769",NO2,µg/m³,11.9,2023-02-27T06:00:00+01:00,France
Pas-de-Calais,"50.949863820006, 1.76916907000351",NO2,µg/m³,17.2,2023-02-27T06:00:00+01:00,France
Nord,"50.4564875668497, 3.42794417474157",NO2,µg/m³,5.1,2023-02-27T06:00:00+01:00,France
Bas-Rhin,"48.5156892790861, 7.68781813410623",O3,µg/m³,53.5,2023-02-27T06:00:00+01:00,France
Rhône,"45.753280414108, 5.07220250448826",PM2.5,µg/m³,3.5,2023-02-27T06:00:00+01:00,France
Savoie,"45.675001076592, 6.389725599095",PM2.5,µg/m³,5.6,2023-02-27T06:00:00+01:00,France
Eure-et-Loir,"48.7314125600919, 1.36388514642015",PM10,µg/m³,6.1,2023-02-27T06:00:00+01:00,France
Loiret,"47.8377829367657, 1.94465496075626",NO2,µg/m³,4.4,2023-02-27T06:00:00+01:00,France
Seine-Saint-Denis,"48.9022410784482, 2.39083019607274",PM10,µg/m³,12.6,2023-02-27T05:00:00+01:00,France
Hauts-de-Seine,"48.9296919603475, 2.29471944382479",PM2.5,µg/m³,5.4,2023-02-27T06:00:00+01:00,France
Ille-et-Vilaine,"48.1086536280958, -1.66576399764851",PM10,µg/m³,5.8,2023-02-27T06:00:00+01:00,France
Yvelines,"48.6337298811595, 1.83053298706171",PM2.5,µg/m³,5.0,2023-02-27T06:00:00+01:00,France
Alpes-de-Haute-Provence,"43.9335199525261, 5.71170417210011",O3,µg/m³,67.3,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.4005402179295, 1.09882823868784",SO2,µg/m³,1.33,2018-01-17T01:00:00+01:00,France
Alpes-Maritimes,"43.7919356449994, 7.04833443280007",O3,µg/m³,80.3,2023-02-27T06:00:00+01:00,France
Alpes-Maritimes,"43.5997495987433, 7.094723434072",NO2,µg/m³,4.8,2023-02-27T06:00:00+01:00,France
Nord,"50.9959079994751, 2.365994",PM10,µg/m³,15.3,2023-02-27T02:00:00+01:00,France
Haut-Rhin,"47.8202333127077, 7.53867983063671",NO2,µg/m³,4.8,2023-02-27T06:00:00+01:00,France
Haute-Savoie,"46.193673253211, 6.21485954588829",PM10,µg/m³,6.2,2023-02-27T06:00:00+01:00,France
Aisne,"49.851338603768, 3.28399813361426",O3,µg/m³,47.7,2023-02-27T05:00:00+01:00,France
Reunion,"-20.9105850632935, 55.6190111532033",O3,µg/m³,32.8,2018-08-22T20:00:00+02:00,France
Reunion,"-21.009739859322, 55.2727106111753",NO2,µg/m³,7.0,2023-02-27T04:00:00+01:00,France
Reunion,"-21.2048366772925, 55.5826293841965",SO2,µg/m³,0.2,2023-02-27T04:00:00+01:00,France
Haut-Rhin,"47.5949405939562, 7.56817152141435",O3,µg/m³,44.6,2020-02-25T09:00:00+01:00,France
Haut-Rhin,"47.7374108002695, 7.3090794271686",O3,µg/m³,65.9,2023-02-26T16:00:00+01:00,France
Gard,"43.8298582669199, 4.36198545771053",PM10,µg/m³,29.4,2023-02-24T14:00:00+01:00,France
Rhône,"45.7078189856086, 4.86440421296573",NO2,µg/m³,34.7,2023-01-10T10:00:00+01:00,France
Calvados,"49.117192768241, -0.169665706026938",PM10,µg/m³,15.7,2022-12-12T09:00:00+01:00,France
Manche,"49.6363812210033, -1.62666931648363",PM10,µg/m³,13.8,2021-12-15T08:00:00+01:00,France
Vosges,"48.0246097658125, 6.58583680877113",O3,µg/m³,51.6,2021-04-09T06:00:00+02:00,France
Charente,"45.6088219994633, 0.099722",PM10,µg/m³,13.6,2020-01-13T11:00:00+01:00,France
AIRPARIF,"48.8589975104964, 2.35099889637488",PM10,µg/m³,14.3,2019-09-23T10:00:00+02:00,France
Rhône,"45.7316999994634, 4.9803",O3,µg/m³,4.2,2018-09-27T08:00:00+02:00,France
Puy-de-Dôme,"45.8941939994635, 3.115056",O3,µg/m³,114.8,2018-08-23T14:00:00+02:00,France
Ille-et-Vilaine,"48.1087559994665, -1.665861",PM2.5,µg/m³,5.58,2018-04-25T18:00:00+02:00,France
Paris,"48.8594439994682, 2.351111",O3,µg/m³,78.0,2018-04-25T02:00:00+02:00,France
Eure-et-Loir,"48.4379689994672, 1.470575",PM10,µg/m³,24.08,2018-04-25T02:00:00+02:00,France
Nord,"50.7754809994743, 3.127047",NO2,µg/m³,2.95,2018-04-25T02:00:00+02:00,France
Val-de-Marne,"48.8174999994681, 2.395",NO2,µg/m³,72.0,2018-04-20T08:00:00+02:00,France
ATMO NORD-PAS-DE-CALAIS,"51.0338297678657, 2.33519753052722",PM10,µg/m³,29.9,2017-03-07T10:00:00+01:00,France
AIR RHONE ALPES,"45.9353183987995, 6.63534296407896",PM10,µg/m³,24.5,2016-11-30T17:00:00+01:00,France
Paris,"48.8702846148731, 2.33250258467486",NO2,µg/m³,23.2,2023-02-27T06:00:00+01:00,France
Rhône,"45.7577305095241, 4.85421731764382",NO2,µg/m³,1.1,2023-02-27T06:00:00+01:00,France
Nord,"51.0244512162806, 2.30214851122446",CO,µg/m³,92.0,2023-02-27T06:00:00+01:00,France
Alpes-Maritimes,"43.7866180712972, 7.37328202052462",PM2.5,µg/m³,1.5,2023-02-27T06:00:00+01:00,France
Somme,"49.9025136027366, 2.30460091195011",O3,µg/m³,41.8,2023-02-27T06:00:00+01:00,France
Nord,"50.2793750793217, 3.97691362801985",O3,µg/m³,46.8,2023-02-27T06:00:00+01:00,France
Orne,"48.6450083458689, -0.458333034371758",PM2.5,µg/m³,3.8,2023-02-27T06:00:00+01:00,France
Pas-de-Calais,"50.4897047413789, 2.66642434208777",O3,µg/m³,35.8,2023-02-27T06:00:00+01:00,France
Pyrénées-Atlantiques,"43.4702185970344, -1.55384289640006",PM2.5,µg/m³,3.6,2023-02-27T05:00:00+01:00,France
Rhône,"45.6018917117774, 4.80219587954046",O3,µg/m³,61.8,2023-02-27T06:00:00+01:00,France
Côte-d'Or,"47.3080413032157, 5.06611192686193",PM10,µg/m³,6.3,2023-02-27T05:00:00+01:00,France
Nièvre,"47.2750173101874, 4.09832992182145",PM2.5,µg/m³,6.4,2023-02-27T05:00:00+01:00,France
Moselle,"49.1194269655692, 6.18083136292584",O3,µg/m³,59.4,2023-02-27T06:00:00+01:00,France
Isère,"45.1828274824302, 5.75309854039233",O3,µg/m³,29.6,2023-02-27T06:00:00+01:00,France
Isère,"45.1828274824302, 5.75309854039233",PM10,µg/m³,11.3,2023-02-27T06:00:00+01:00,France
Loire,"45.533406631012, 4.62394317771262",NO2,µg/m³,15.4,2023-02-27T06:00:00+01:00,France
Haute-Vienne,"45.8758101772, 0.823888964514935",SO2,µg/m³,-1.5,2023-02-27T06:00:00+01:00,France
Pyrénées-Atlantiques,"43.3108061209975, -0.39111120334581",SO2,µg/m³,0.8,2019-01-14T10:00:00+01:00,France
Bouches-du-Rhône,"43.52404453793, 5.44957577219403",PM10,µg/m³,8.2,2023-02-27T05:00:00+01:00,France
Seine-Maritime,"49.4424377204107, 1.09368987526268",PM10,µg/m³,7.1,2023-02-27T06:00:00+01:00,France
Reunion,"-21.3129174283948, 55.4742027294033",NO2,µg/m³,8.2,2023-02-27T06:00:00+01:00,France
Indre-et-Loire,"47.3441490981312, 0.653775897476505",O3,µg/m³,57.4,2023-02-27T06:00:00+01:00,France
Eure-et-Loir,"48.4444108249153, 1.51014884098049",O3,µg/m³,55.7,2023-02-27T06:00:00+01:00,France
Martinique,"14.6107421035951, -61.0026146509316",NO2,µg/m³,7.2,2023-02-27T06:00:00+01:00,France
Val-d'Oise,"48.9908560535052, 2.44472012996707",PM2.5,µg/m³,7.6,2023-02-27T05:00:00+01:00,France
Seine-Maritime,"49.4983037615862, 0.142706366035227",NO2,µg/m³,7.1,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.5146953797856, 0.100645447802183",SO2,µg/m³,0.0,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.7812034347465, 1.34508340752352",O3,µg/m³,57.1,2023-02-27T06:00:00+01:00,France
Eure,"49.3048660659189, 1.21436955053129",O3,µg/m³,56.0,2023-02-27T06:00:00+01:00,France
Yvelines,"48.5819353168103, 1.88333595946226",NO2,µg/m³,6.6,2023-02-27T06:00:00+01:00,France
Haute-Garonne,"43.6340231500052, 1.37600341960292",NO2,µg/m³,4.7,2023-02-27T06:00:00+01:00,France
Haute-Savoie,"46.193673253211, 6.21485954588829",PM2.5,µg/m³,5.0,2023-02-27T06:00:00+01:00,France
Pas-de-Calais,"50.947317025658, 1.84308245158086",PM10,µg/m³,8.1,2023-02-27T05:00:00+01:00,France
Cher,"47.0828022774875, 2.40532900475843",NO2,µg/m³,3.8,2023-02-27T05:00:00+01:00,France
Bouches-du-Rhône,"43.453461514164, 5.4671019033872",PM10,µg/m³,10.1,2023-02-27T05:00:00+01:00,France
Reunion,"-21.0321286605182, 55.2325559179751",PM10,µg/m³,8.6,2023-02-27T02:00:00+01:00,France
Loire-Atlantique,"47.247461236221, -1.93661503896339",NO2,µg/m³,2.5,2023-02-27T03:00:00+01:00,France
Loire-Atlantique,"47.2527662854558, -1.57333633806545",PM10,µg/m³,6.9,2023-02-27T03:00:00+01:00,France
Loire-Atlantique,"47.146075553924, -1.69027003859929",O3,µg/m³,69.6,2023-02-27T03:00:00+01:00,France
Haute-Corse,"42.6978893718847, 9.44641403321565",O3,µg/m³,61.1,2023-02-26T15:00:00+01:00,France
Moselle,"49.3374220101988, 6.08207058058974",PM10,µg/m³,0.1,2023-02-21T20:00:00+01:00,France
Nord,"50.6280389569951, 3.09031237520525",SO2,µg/m³,0.9,2017-03-28T18:00:00+02:00,France
Loire-Atlantique,"47.2043914135194, -1.552827800129",PM2.5,µg/m³,8.5,2021-06-01T03:00:00+02:00,France
Seine-Maritime,"49.4280668762657, 1.05777523020358",NO2,µg/m³,43.9,2020-12-30T11:00:00+01:00,France
Bouches-du-Rhône,"43.4572219994639, 5.244303",NO2,µg/m³,14.2,2020-02-18T10:00:00+01:00,France
Rhône,"45.7316999994634, 4.9803",PM10,µg/m³,12.0,2019-01-02T14:00:00+01:00,France
LIG'AIR,"48.439285876297, 1.46877243899394",PM2.5,µg/m³,3.9,2018-12-07T11:00:00+01:00,France
Loir-et-Cher,"47.5946059994655, 1.303647",PM10,µg/m³,15.35,2018-04-25T02:00:00+02:00,France
Eure-et-Loir,"48.7608889994679, 1.233781",PM10,µg/m³,17.5,2018-04-25T02:00:00+02:00,France
Loiret,"47.9590139994661, 2.010036",O3,µg/m³,69.33,2018-04-25T02:00:00+02:00,France
Pas-de-Calais,"50.4494559994731, 2.9",O3,µg/m³,60.55,2018-04-25T02:00:00+02:00,France
Nord,"50.6294439994737, 3.090833",PM2.5,µg/m³,6.98,2018-04-25T02:00:00+02:00,France
Rhône,"45.9863829994635, 4.719281",NO2,µg/m³,47.2,2017-12-19T09:00:00+01:00,France
ATMO HAUTS DE FRANCE,"50.4202708576586, 3.55181286926881",PM10,µg/m³,19.2,2017-07-18T20:00:00+02:00,France
AIR PACA,"43.3308046171693, 5.15111051904532",SO2,µg/m³,0.0,2017-03-28T18:00:00+02:00,France
Paris,"48.8702846148731, 2.33250258467486",PM10,µg/m³,8.7,2023-02-27T06:00:00+01:00,France
Pas-de-Calais,"50.7482369340289, 2.25978396242539",SO2,µg/m³,3.95,2016-12-05T02:00:00+01:00,France
Haut-Rhin,"47.810943481509, 7.10555711639848",SO2,µg/m³,-0.1,2023-02-27T06:00:00+01:00,France
Alpes-Maritimes,"43.7933622306242, 7.33139357882613",NO2,µg/m³,8.4,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.3313927085815, 5.11777403885164",SO2,µg/m³,1.8,2023-02-22T19:00:00+01:00,France
Bouches-du-Rhône,"43.361116575414, 5.0247175585697",SO2,µg/m³,1.0,2023-02-27T06:00:00+01:00,France
Pas-de-Calais,"50.3088728068236, 2.80737001016612",SO2,µg/m³,0.9,2017-04-26T16:00:00+02:00,France
Hautes-Alpes,"44.9970050186665, 6.46939718164356",O3,µg/m³,79.6,2023-02-27T06:00:00+01:00,France
Nord,"50.2793750793217, 3.97691362801985",PM10,µg/m³,6.2,2023-02-27T02:00:00+01:00,France
Hautes-Pyrénées,"43.2302881526032, 0.0622219878175955",PM2.5,µg/m³,5.6,2023-02-27T06:00:00+01:00,France
Haute-Saône,"47.6200144851179, 6.15760991283135",O3,µg/m³,71.9,2023-02-27T06:00:00+01:00,France
Creuse,"46.1699762563887, 1.86999597749308",O3,µg/m³,62.5,2023-02-27T06:00:00+01:00,France
Calvados,"49.1922184284462, -0.391183068568539",NO2,µg/m³,11.0,2023-02-27T06:00:00+01:00,France
Haute-Savoie,"46.1958329994637, 6.240556",O3,µg/m³,60.7,2023-02-27T06:00:00+01:00,France
Loire,"46.0411126454327, 4.0746593140849",PM10,µg/m³,2.6,2023-02-27T05:00:00+01:00,France
Haute-Vienne,"45.8699934537509, 1.31000419567866",O3,µg/m³,60.7,2023-02-27T06:00:00+01:00,France
Haut-Rhin,"48.0653881781024, 7.33313631047732",O3,µg/m³,55.3,2023-02-27T06:00:00+01:00,France
Haute-Savoie,"45.9236343183621, 6.71361317478429",PM10,µg/m³,22.4,2023-02-27T06:00:00+01:00,France
Somme,"50.1294237654576, 1.6108320180246",O3,µg/m³,57.2,2023-02-27T06:00:00+01:00,France
Cantal,"44.9200896648358, 2.44108195306639",PM10,µg/m³,5.2,2023-02-27T06:00:00+01:00,France
Pyrénées-Atlantiques,"43.3108061209975, -0.39111120334581",PM2.5,µg/m³,6.7,2023-02-27T06:00:00+01:00,France
Alpes-Maritimes,"44.0883193867536, 6.98917138818795",O3,µg/m³,81.5,2023-02-27T06:00:00+01:00,France
Indre,"46.7982789812207, 1.69312668120279",NO2,µg/m³,5.3,2023-02-27T06:00:00+01:00,France
Paris,"48.8303842339911, 2.26989000937173",PM10,µg/m³,9.4,2023-02-27T05:00:00+01:00,France
Seine-Saint-Denis,"48.9252654190423, 2.35666726581768",CO,µg/m³,470.0,2022-01-17T14:00:00+01:00,France
Val-d'Oise,"49.0464107534682, 2.04305641697871",O3,µg/m³,50.2,2023-02-27T06:00:00+01:00,France
Alpes-Maritimes,"43.6892619053736, 7.24208307327896",PM2.5,µg/m³,2.0,2023-02-27T05:00:00+01:00,France
Val-d'Oise,"49.0630709589742, 1.86638475005092",O3,µg/m³,49.0,2023-02-27T06:00:00+01:00,France
Alpes-de-Haute-Provence,"43.9335199525261, 5.71170417210011",PM2.5,µg/m³,1.6,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.3060996358468, 5.39579363613379",PM10,µg/m³,11.0,2023-02-27T06:00:00+01:00,France
Val-de-Marne,"48.8163672245725, 2.51750163428644",O3,µg/m³,44.8,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.5557572024514, 5.4618018432109",O3,µg/m³,29.1,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.4933443610071, 0.571853136825942",PM10,µg/m³,7.1,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.3995726680061, 5.11471976688564",PM10,µg/m³,6.6,2023-02-27T05:00:00+01:00,France
Pas-de-Calais,"50.947317025658, 1.84308245158086",PM2.5,µg/m³,2.6,2023-02-27T05:00:00+01:00,France
Charente-Maritime,"46.1616394517055, -1.21120748073119",PM2.5,µg/m³,2.4,2023-02-27T05:00:00+01:00,France
Corse-du-Sud,"41.964411839407, 8.8202792970315",O3,µg/m³,78.6,2023-02-27T03:00:00+01:00,France
Reunion,"-21.2770946462702, 55.403056158901",SO2,µg/m³,2.1,2023-02-27T04:00:00+01:00,France
Loire-Atlantique,"47.360763782852, -1.95475202454976",SO2,µg/m³,-0.4,2023-02-27T03:00:00+01:00,France
Loire-Atlantique,"47.3191868140786, -2.06695160353629",NO2,µg/m³,3.5,2023-02-27T03:00:00+01:00,France
Loire-Atlantique,"47.2730669094477, -2.22305185045774",SO2,µg/m³,0.9,2023-02-27T03:00:00+01:00,France
Maine-et-Loire,"47.4685406598526, -0.556052669293563",PM10,µg/m³,15.8,2022-08-25T09:00:00+02:00,France
Charente,"45.6474392468374, 0.167166592906518",NO2,µg/m³,28.5,2023-02-25T09:00:00+01:00,France
Vaucluse,"43.9370778926249, 4.82493223938152",PM10,µg/m³,6.7,2023-02-06T12:00:00+01:00,France
Moselle,"49.3686110119252, 6.16083486470134",NO2,µg/m³,4.4,2023-01-11T06:00:00+01:00,France
Loire-Atlantique,"47.2043914135194, -1.552827800129",CO,µg/m³,1.0,2021-06-01T03:00:00+02:00,France
Vosges,"48.0246097658125, 6.58583680877113",SO2,µg/m³,4.0,2019-08-09T13:00:00+02:00,France
Bouches-du-Rhône,"43.4051999994639, 5.0515",SO2,µg/m³,0.5,2016-12-05T18:00:00+01:00,France
Haute-Vienne,"45.8310999994634, 1.256875",PM2.5,µg/m³,8.1,2019-01-02T10:00:00+01:00,France
Ille-et-Vilaine,"48.6549969994677, -1.994167",O3,µg/m³,89.45,2018-04-25T16:00:00+02:00,France
Cher,"47.0826499994647, 2.404492",O3,µg/m³,71.08,2018-04-25T02:00:00+02:00,France
Loiret,"47.9979809994662, 2.720156",PM10,µg/m³,25.05,2018-04-25T02:00:00+02:00,France
Loiret,"47.905982999466, 1.900361",PM10,µg/m³,13.58,2018-04-25T02:00:00+02:00,France
Nord,"50.6294439994737, 3.090833",PM10,µg/m³,9.1,2018-04-25T02:00:00+02:00,France
Drôme,"44.9489219994632, 4.889881",NO2,µg/m³,42.75,2017-04-20T16:00:00+02:00,France
Haute-Savoie,"46.0722194476777, 5.82083151281495",PM10,µg/m³,5.2,2023-02-27T06:00:00+01:00,France
Rhône,"45.9614268554258, 4.46571392356781",O3,µg/m³,61.5,2023-02-27T06:00:00+01:00,France
Var,"43.1322279826256, 5.99220311956643",O3,µg/m³,28.2,2023-02-27T06:00:00+01:00,France
Pas-de-Calais,"50.694322523083, 1.57657027308828",CO,µg/m³,145.0,2017-01-25T02:00:00+01:00,France
Bouches-du-Rhône,"43.4858630407889, 5.17194245048405",O3,µg/m³,42.1,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.4166709354131, 5.04305217351858",SO2,µg/m³,0.4,2023-02-27T06:00:00+01:00,France
Marne,"49.2507146918556, 4.02306008416507",PM10,µg/m³,5.9,2023-02-27T05:00:00+01:00,France
Gard,"43.925368232751, 4.26581182339269",NO2,µg/m³,4.3,2020-02-26T10:00:00+01:00,France
Gironde,"44.849695025703, -0.543888582031301",PM10,µg/m³,7.5,2023-02-27T05:00:00+01:00,France
Nord,"50.0922657335736, 3.85002659413797",PM10,µg/m³,7.9,2023-02-27T02:00:00+01:00,France
Doubs,"47.2474002555546, 6.01541558650808",O3,µg/m³,66.9,2023-02-27T06:00:00+01:00,France
